ozone layer,おぞんそう
cmdlet provider,こまんどれっとぷろばいだ
command level,こまんどれべる
rubbish,ごみ
trash,ごみ
garbage,ごみ
refuse,ごみ
garbage (rubbish) collection point,ごみおきば
garbage (rubbish) collection point,ごみおきば
contamination noise,ごみおん
noise from contamination,ごみおん
comical,こみかる
comic (book) market,こみけ
comic market,こみけっと
convention where amateur manga artists sell their work,こみけっと
waste collection vehicle,ごみしゅうしゅうしゃ
dustcart,ごみしゅうしゅうしゃ
garbage truck,ごみしゅうしゅうしゃ
village garbage collection point,ごみしゅうせきじょう
dump site,ごみすてば
comic books,こみっく
comics,こみっく
comic opera,こみっくおぺら
comics,こみっくす
comic strip-oriented image,こみっくすとりっぷじょうがぞう
comic song,こみっくそんぐ
comic book,こみっくぶっく
commissioner,こみっしょなー
commission,こみっしょん
committee,こみってぃー
commit,こみっと
ready-to-commit state,こみっとじゅんびかんりょうじょうたい
commit coordinator,こみっとちょうせいたんとう
commitment,こみっとめんと
commitment unit,こみっとめんとたんい
commitment coordinator,こみっとめんとちょうせいしゃ
log-commit record,こみっとろぐきろく
garden maple,こみねかえで
komine maple,こみねかえで
acer micranthum,こみねかえで
garbage day,ごみのひ
rubbish collection day,ごみのひ
garbage bag,ごみぶくろ
separating rubbish (for recycling, etc.),ごみぶんべつ
ground beetle,ごみむし
carabid (esp. of superfamily Caraboidea, but excluding subfamily Carabinae),ごみむし
Anisodactylus signatus (species of ground beetle),ごみむし
community,こみゅ
commuter,こみゅーたー
commuter aviation,こみゅーたーこうくう
commuter service,こみゅーたーさーびす
commuter marriage,こみゅーたーまりっじ
commune,こみゅーん
communalism,こみゅなりずむ
communique,こみゅにけ
communication,こみゅにけいしょん
communication,こみゅにけーしょん
Communication Science Laboratories,こみゅにけーしょんかがくきそけんきゅうしょ
communications gap,こみゅにけーしょんぎゃっぷ
communications goods,こみゅにけーしょんぐっず
communication server,こみゅにけーしょんさーばー
communication system,こみゅにけーしょんしすてむ
communication theory,こみゅにけーしょんりろん
communicator,こみゅにけーたー
operator in a telemarketing business,こみゅにけーたー
communicate,こみゅにけーと
communist,こみゅにすと
communism,こみゅにずむ
communitas,こみゅにたす
community,こみゅにてぃ
community,こみゅにてぃー
community organization,こみゅにてぃーおーがにぜーしょん
junior college,こみゅにてぃーかれっじ
community college,こみゅにてぃーかれっじ
community care,こみゅにてぃーけあ
community school,こみゅにてぃーすくーる
community sports,こみゅにてぃーすぽーつ
community center,こみゅにてぃーせんたー
community centre,こみゅにてぃーせんたー
community paper,こみゅにてぃーぺーぱー
community media,こみゅにてぃーめでぃあ
Komintern,こみんてるん
communications intelligence (comint),こみんと
Cominform,こみんふぉるむ
Communist Information Bureau,こみんふぉるむ
computer output microfilm system,こむ
COM,こむ
gum (dut: gom),ごむ
rubber,ごむ
eraser,ごむ
condom,ごむ
rib stitch,ごむあみ
ribbing (in knitting),ごむあみ
symphylan (any centipede-like arthropod of class Symphyla),こむかで
rubber shoes,ごむぐつ
comsat,こむさっと
communications satellite,こむさっと
rubber plant,ごむしょくぶつ
gum plant,ごむしょくぶつ
Komsomol,こむそもーる
COM2,こむつー
rubber gloves,ごむて
insulating tape,ごむてーぷ
rubberized tape,ごむてーぷ
rubberised tape,ごむてーぷ
COMDEX,こむでっくす
rubber boots,ごむなが
rubber tree,ごむのき
mucilage,ごむのり
rubber seal,ごむぱっきん
elastic band,ごむばんど
rubber band,ごむばんど
rubber-coated,ごむびき
elastic,ごむひも
elastic cord,ごむひも
elastic band,ごむひも
rubber balloon,ごむふうせん
rubber ball,ごむまり
rubber lining,ごむらいにんぐ
to make an all-night vigil,こむろ
to spend a sleepless night,こむろ
rubber tire (tyre),ごむわ
COM1,こむわん
comment,こめ
comment,こめ
bobolink (species of songbird, Dolichonyx oryzivorous),こめくいどり
Council for Mutual Economic Assistance,こめこん
COMECON,こめこん
click beetle,こめつきむし
skipjack (beetle of family Elateridae),こめつきむし
comet,こめっと
comedy,こめでぃ
commedia dell'arte,こめでぃあでらるて
comedian,こめでぃあん
comedy,こめでぃー
comedy relief,こめでぃーりりーふ
co-medical,こめでぃかる
shift away from rice consumption,こめばなれ
consumers losing interest in eating rice,こめばなれ
commentary,こめんたりー
commentator,こめんてーたー
comment,こめんと
comment,こめんと
comment-out,こめんとあうと
to comment,こめんとか
comment spam,こめんとすぱむ
comment field (e.g. on a blog),こめんとらん
Sedum bulbiferum (species of stonecrop),こもちまんねんぐさ
commodity,こもでぃてぃー
Komodo dragon (Varanus komodoensis),こもどおおとかげ
Komodo dragon (Varanus komodoensis),こもどおおとかげ
Commodore,こもどーる
Surinam toad (Pipa pipa),こもりがえる
pipa,こもりがえる
wolf spider (any spider of family Lycosidae),こもりぐも
nurse shark (Ginglymostoma cirratum),こもりざめ
(Federal Islamic Republic of the) Comoros,こもろ
common,こもん
common law,こもん・ろー
Anglo-American law,こもん・ろー
common access method,こもんあくせすめそっど
CAM,こもんあくせすめそっど
common agenda,こもんあじぇんだ
Commonwealth Day,こもんうぇるすでー
common carrier,こもんきゃりあ
common carrier,こもんきゃりやー
common sense,こもんせんす
common sole (Solea solea),こもんそーる
common tree shrew (Tupaia glis),こもんつぱい
common language,こもんらんげーじ
common lisp,こもんりすぷ
common law,こもんろー
Anglo-American law,こもんろー
coyote (carnivore, Canis latrans),こよーて
black-browed reed warbler (Acrocephalus bistrigiceps),こよしきり
collagen (ger: Kollagen),こらーげん
collage,こらーじゅ
choral,こらーる
Koran (ara: kuran),こらーん
Qur'an,こらーん
Quran,こらーん
the Islamic holy book,こらーん
gore-Gore-tex,ごらてっくす
collaboration,こらぼ
collaborative,こらぼれいてぃぶ
collaboration,こらぼれーしょん
collaborator,こらぼれーたー
column (e.g. in newspaper),こらむ
stand-alone feature article framed by a box,こらむ
column shift,こらむしふと
columnist,こらむにすと
Golan Heights,ごらんこうげん
corundum,こらんだむ
Korea,こりあ
Korean (language),こりあご
Korean,こりあん
coriander,こりあんだー
cilantro,こりあんだー
dhania,こりあんだー
Chinese parsley (Coriandrum sativum),こりあんだー
collie,こりー
corrida,こりーだ
coleus (esp. species Solenostemon scutellarioides),こりうす
choreographer,こりおぐらふぁー
Coriolis' force,こりおりのちから
collision,こりじょん
collimator,こりめーたー
collusion,こりゅーじょん
coryphee (senior corps de ballet member),こりゅふぇい
gorilla,ごりら
choline,こりん
cholinesterase,こりんえすてらーぜ
pinball machine game (lit: Corinth game),こりんとげーむ
Corinthian order (building style),こりんとしき
Epistle to the Corinthians (comprising two books of the Bible),こりんとしょ
Epistle to the Corinthians (comprising two books of the Bible),こりんとじんへのてがみ
First Epistle to the Corinthians (book of the Bible),こりんとのしんとへのてがみいち
Second Epistle to the Corinthians (book of the Bible),こりんとのしんとへのてがみに
Corinthian order (building style),こりんとようしき
col,こる
coroutine,こるーちん
cork (dut: kurk),こるく
cork oak,こるくがし
cork cambium,こるくけいせいそう
cork tissue,こるくそしき
phellem,こるくそしき
corkscrew,こるくぬき
Gorgon,ごるごー
Gorgon,ごるごん
Gorgonzola (cheese),ごるごんぞら
corsage,こるさーじゅ
small bouquet worn by a woman,こるさーじゅ
bodice of a woman's dress,こるさーじゅ
Korsakoff's syndrome,こるさこふしょうこうぐん
Korsakoff's psychosis,こるさこふしょうこうぐん
Golgi apparatus,ごるじそうち
Golgi body,ごるじそうち
Golgi body,ごるじたい
Golgi apparatus,ごるじたい
gorge,ごるじゅ
corset,こるせっと
cordite,こるだいと
colchicum,こるちかむ
corticoid,こるちこいど
corticosteroid,こるちこすてろいど
colchicine,こるちしん
cortisol,こるちぞーる
cortisone,こるちぞん
Colt,こると
cornish boiler,こるにっしゅぼいらー
cornucopia,こるぬこぴあ
cornet (ita: cornetto),こるねっと
Gorno-Altayskaya Avtonomnaya Oblast',ごるのあるたいじちしゅう
Gorno-Altayskaya Autonomous Region,ごるのあるたいじちしゅう
Gorno-Altayskaya AO,ごるのあるたいじちしゅう
Gorno-Badakhshanskaya Avtonomnaya Oblast',ごるのばだふしゃんじちしゅう
Gorno-Badakhshanskaya Autonomous Region,ごるのばだふしゃんじちしゅう
Gorno-Badakhshanskaya AO,ごるのばだふしゃんじちしゅう
CORBA,こるば
colchicine (ger: Kolchizin),こるひちん
golf,ごるふ
golf course,ごるふ・こーす
golfer,ごるふぁー
golf widow,ごるふういどー
golf wear,ごるふうえあ
coryphee (senior corps de ballet member),こるふぇ
golf cart,ごるふかーと
golf club,ごるふくらぶ
golf course,ごるふこーす
golf links,ごるふじょう
golf course,ごるふじょう
club,ごるふじょう
golf swing,ごるふすうぃんぐ
golf bag,ごるふばっぐ
golf pants,ごるふぱんつ
golf ball,ごるふぼーる
golf links,ごるふりんく
corvette,こるべっと
kolkhoz,こるほーず
collective farm,こるほーず
Kolmogorov,こるもごろふ
Siberian blue robin (Luscinia cyane) (Erithacus cyane?),こるり
col legno,こるれーにょ
correspondent,こるれす
correspondent arrangement,こるれすけいやく
coleus (esp. species Solenostemon scutellarioides),これうす
collating sort,これーてぃんぐそーと
choreography,これおぐらふぃー
cholecalciferol,これかるしふぇろーる
collection,これくしょん
correction,これくしょん
collection bill,これくしょんびる
collector,これくた
collector,これくたー
collectors,これくたーず
collector's item,これくたーずあいてむ
collectivism,これくてぃヴぃずむ
collectivism,これくてぃびずむ
collective unconscious,これくてぃぶあんこんしゃす
collect,これくと
collect on delivery,これくとおんでりばりー
collect call,これくとこーる
collectomania,これくとまにあ
cholecystokinin-pancreozymin,これしすときにんぱんくれおざいみん
cholesterin,これすてりん
cholesterol,これすてろーる
cholesterol level,これすてろーるち
correspondence,これすぽんでんす
correspondent,これすぽんでんと
collet,これっと
correspondence,これぽん
cholera,これら
vibrio cholerae,これらきん
Galerina fasciculata (poisonous mushroom),これらたけ
grounder (baseball),ごろ
colloid,ころいど
colloid chemistry,ころいどかがく
colloidal solution,ころいどようえき
colloidal particle,ころいどりゅうし
colloquial,ころきゅある
collocation,ころけーしょん
co-location,ころけーしょん
co-location service,ころけーしょんさーびす
Epistle to the Colossians (book of the Bible),ころさいのしんとへのてがみ
Colosseum,ころしあむ
Coliseum,ころしあむ
collodion,ころじおん
colocynth,ころしんと
racketeering newspaper,ごろしんぶん
journal that demands money in return for favourable articles,ごろしんぶん
Colosseum,ころせうむ
Coliseum,ころせうむ
collotype,ころたいぷ
photogelatin process,ころたいぷ
croquette,ころっけ
colossus,ころっさす
cork (dut: prop),ころっぷ
corkscrew,ころっぷぬき
corotron (electrostatic charging device using a corona discharge),ころとろん
corona,ころな
coronavirus,ころなういるす
corona observatory,ころなかんそくじょ
coronagraph,ころなぐらふ
corona discharge,ころなほうでん
colonialism,ころにありずむ
colonial,ころにある
colony,ころにー
coronation,ころねーしょん
colonnade,ころねーど
coronet,ころねっと
colobus,ころぶす
mythical Ainu dwarf god,ころぽっくる
body louse (Pediculus humanus humanus),ころもじらみ
body lice,ころもじらみ
coloratura,ころらちゅーら
coloratura,ころらちゅら
coloratura soprano,ころらちゅらそぷらの
Colorado,ころらど
coloratura,ころらとぅーら
coloratura soprano,ころらとぅーらそぷらの
Colorado potato beetle (Leptinotarsa decemlineata),ころらどはむし
Colorado potato beetle (Leptinotarsa decemlineata),ころらどはむし
colorist,ころりすと
colourist,ころりすと
Gauloise,ごろわーず
colon,ころん
eau de Cologne,ころん
colonist (fre: colon),ころん
turd (fre: colombin),ころんばん
Columbia,ころんびあ
Colombia,ころんびあ
columbium,ころんびうむ
Columbus Day,ころんぶすでー
Columbus' egg,ころんぶすのたまご
choir,こわいや
to be stiff,ごわつく
to be starchy,ごわつく
conversion,こんヴぁーじょん
convert,こんヴぁーと
convolution,こんヴぉりゅーしょん
convolve,こんヴぉるヴ
conga,こんが
concurrent,こんかれんと
concurrent access,こんかれんとあくせす
conquistador,こんきすたどーる
conquistadores,こんきすたどーる
conquistador,こんきすたどーれす
conquistadores,こんきすたどーれす
conchiglie,こんきりえ
concentrated,こんく
gong,ごんぐ
contest (fre: concours),こんくーる
computer graphics,こんぐら
conclave,こんくらーべ
congratulations,こんぐらちゅれーしょん
congratulations,こんぐらちゅれーしょんず
concrete,こんくり
concrete,こんくりーと
concrete jungle,こんくりーとじゃんぐる
concrete vibrator,こんくりーとばいぶれーたー
concrete pile,こんくりーとぱいる
concrete placer,こんくりーとぷれーさー
concrete block,こんくりーとぶろっく
concrete pump,こんくりーとぽんぷ
concrete mixer,こんくりーとみきさー
concrete block,こんくりとぶろっく
concrete mixer,こんくりとみきさ
congress,こんぐれす
congress gaiters,こんぐれすぶーつ
conglomerate merchant,こんぐろまーちゃんと
conglomerate,こんぐろまりっと
Congo,こんご
concourse,こんこーす
concordance,こんこーだんす
Congo red,こんごーれっど
Republic of the Congo,こんごきょうわこく
Democratic Republic of the Congo (formerly Zaire),こんごみんしゅきょうわこく
concordat (ger: Konkordat),こんこるだーと
concord,こんこるど
Concord,こんこるど
Concorde,こんこるど
conservatory,こんさーヴぁとーり
concert,こんさーと
concert pitch,こんさーとぴっち
concert hall,こんさーとほーる
concert master,こんさーとますたー
conservative,こんさーばてぃぶ
concise,こんさいす
conservative,こんさば
conservative,こんさばてぃぶ
conservation,こんさべーしょん
conservator,こんさべーたー
consultation,こんさる
consulting,こんさる
consul,こんさる
consultants,こんさるたんつ
consultant,こんさるたんと
concertante (music),こんさるたんと
consultant engineer,こんさるたんとえんじにあ
consultation,こんさるていしょん
consulting,こんさるてぃんぐ
consulting sales,こんさるてぃんぐせーるす
consultation,こんさるてーしょん
consumption,こんさんぷしょん
concierge,こんしぇるじゅ
concierge,こんしえるじゅ
consistency,こんしすてんし
consideration,こんしだれーしょん
conscious,こんしゃす
consciousness-raising,こんしゃすねすれいじんぐ
consumer,こんしゅーまー
Consumer Interpole,こんしゅーまーいんたーぽーる
consumers' research,こんしゅーまーずりさーち
CR,こんしゅーまーずりさーち
consumers' relation,こんしゅーまーずりれーしょん
consumer portable,こんしゅーまーむけぽーたぶるもでる
consumer goods,こんしゅーませいひん
consumer products,こんしゅーませいひん
consumer products,こんしゅーまむけせいひん
advocacy of consumer rights (product safety, accurate labelling, etc.),こんしゅーまりずむ
consumer activism,こんしゅーまりずむ
consumer advocacy,こんしゅーまりずむ
consumerism (in the original sense),こんしゅーまりずむ
consumering,こんしゅーまりんぐ
consul,こんしる
cornstarch,こんすたーち
constantan,こんすたんたん
constant,こんすたんと
constant shading,こんすたんとしぇーでぃんぐ
constant bit rate,こんすたんとびっとれいと
constitution,こんすてぃちゅーしょん
constellation,こんすてれーしょん
constellation system,こんすてれーしょんしすてむ
control strip,こんすと
construction,こんすとらくしょん
construction management,こんすとらくしょんまねーじめんと
constructor,こんすとらくた
construct,こんすとらくと
constraint,こんすとれいんと
consul,こんする
concessionary chain,こんせしょなりーちぇーん
conception,こんせぷしょん
conceptual art,こんせぷちゅあるあーと
concept,こんせぷと
conceptual art,こんせぷとあーと
concept advertisement,こんせぷとあど
conservatorium (fre: conservatoire),こんせるヴぁとわーる
conservatoire,こんせるヴぁとわーる
conservatorium (fre: conservatoire),こんせるばとわーる
conservatoire,こんせるばとわーる
consensus,こんせんさす
electrical outlet (concentric plug),こんせんと
consent,こんせんと
concentric,こんせんと
concentration,こんせんとれーしょん
concentrator,こんせんとれーた
concentrator,こんせんとれーたー
consortium,こんそーしあむ
consortium,こんそーてぃあむ
consort,こんそーと
console,こんそーる
single console for multiple diving gauges,こんそーる
console application,こんそーるあぷりけーしょん
console type,こんそーるたいぷ
console program,こんそーるぷろぐらむ
console port,こんそーるぽーと
consonant,こんそなんと
consomme,こんそめ
consolidation,こんそりでーしょん
consolidated annuities,こんそるこうさい
consols,こんそるこうさい
contour,こんたー
contour plot,こんたーぷろっと
conductor,こんだくたー
conductance,こんだくたんす
contact,こんたくと
contact lens,こんたくと
conduct,こんだくと
contact lens,こんたくとれんず
contact,こんたっく
contamination,こんたみ
contamination,こんたみねーしょん
concertina,こんちぇるてぃな
concerto,こんちぇると
concerto grosso,こんちぇるとぐろっそ
continental,こんちねんたる
continental style,こんちねんたるすたいる
continental tango,こんちねんたるたんご
continental plan,こんちねんたるぷらん
continental breakfast,こんちねんたるぶれっくふぁーすと
continental look,こんちねんたるるっく
group of companies (ger: Konzern),こんつぇるん
combine,こんつぇるん
continuity (esp. in film-making) (fre: conte),こんて
var. kind of lead pencil (fre: conte),こんて
conditioner,こんでぃしょなー
conditioning,こんでぃしょにんぐ
condition,こんでぃしょん
continuity,こんてぃにゅいてぃ
continuity,こんてぃにゅいてぃー
continuation,こんてぃにゅえーしょん
contingency,こんてぃんじぇんしー
context,こんてきすと
context ID,こんてきすとあいでぃー
context switching,こんてきすとすいっち
context prefix,こんてきすとせっとうぶ
defined context set,こんてきすとていぎしゅうごう
context property,こんてきすとぷろぱてぃ
context,こんてくすと
context editor,こんてくすとえでぃた
context switching,こんてくすときりかえ
context-sensitive,こんてくすとせんしてぃぶ
contest,こんてすと
container,こんてな
container,こんてなー
container bag,こんてなーばっぐ
container object,こんてなおぶじぇくと
container ship,こんてなせん
container bag,こんてなばっぐ
container file,こんてなふぁいる
containerization,こんてなりぜーしょん
containerisation,こんてなりぜーしょん
condenser (electrical component),こんでんさ
capacitor,こんでんさ
condenser (electrical component),こんでんさー
capacitor,こんでんさー
contention (e.g. in LANs),こんてんしょん
contention mode,こんてんしょんもーど
condense,こんでんす
condensed milk,こんでんすみるく
contents,こんてんつ
content,こんてんつ
content advisor,こんてんつあどばいざ
Content Management System,こんてんつかんりしすてむ
content class,こんてんつくらす
content size,こんてんつさいず
content-bundling,こんてんつばんどる
content filtering,こんてんつふぃるたりんぐ
content provider,こんてんつぷろばいだ
content provider,こんてんつぷろばいだー
content master,こんてんつますた
content library,こんてんつらいぶらり
content,こんてんと
content handler,こんてんとはんどらー
contemporary,こんてんぽらりー
tale (fre: conte),こんと
short story,こんと
comic or light-hearted short play,こんと
larger whales of family Delphinidae (esp. the pilot whales or blackfish),ごんどうくじら
condom,こんどーむ
condominium,こんどみにあむ
chlorpromazine hydrochloride (Thorazine),こんとみん
contra,こんとら
gondola,ごんどら
chondrite,こんどらいと
contraction,こんとらくしょん
contractor,こんとらくたー
contract,こんとらくと
contract bridge,こんとらくとぶりっじ
contrast,こんとらすと
Kondratieff cycle,こんどらちえふのさいくる
contrabass,こんとらばす
contrabassoon (ita: controfagotto),こんとらふぁごっと
contrapropeller,こんとらぷろぺら
contralto,こんとらると
chondriosome,こんどりおそーむ
chondriosome,こんどりおぞーむ
condor (inc. other New World vultures of family Cathartidae),こんどる
Andean condor (Vultur gryphus),こんどる
contredanse,こんとるだんす
controller,こんとろーら
controller,こんとろーらー
controller number,こんとろーらばんごう
controller maintenance and diagnostic bus,こんとろーらほしゅしんだんばす
control,こんとろーる
control amp,こんとろーるあんぷ
CONTROL.INI,こんとろーるいに
Control S,こんとろーるえす
control key,こんとろーるきー
control mechanism,こんとろーるきき
control cable,こんとろーるけーぶる
control code,こんとろーるこーど
control center,こんとろーるせんたー
control centre,こんとろーるせんたー
control tower,こんとろーるたわー
control panel,こんとろーるぱねる
control file,こんとろーるふぁいる
control break,こんとろーるぶれーく
control program,こんとろーるぷろぐらむ
control programme,こんとろーるぷろぐらむ
control-point,こんとろーるぽいんと
control ball,こんとろーるぼーる
track ball,こんとろーるぼーる
tracker ball,こんとろーるぼーる
control message,こんとろーるめっせーじ
control theory,こんとろーるりろん
Gondwana,ごんどわな
Gondwanaland,ごんどわなたいりく
solidified jelly made from the rhizome of devil's tongue (konjac, konjak, koniak, konnyaku),こんにゃく
company,こんぱ
party,こんぱ
social (event),こんぱ
gompa (Tibetan Buddhist ecclesiastical building),ごんぱ
convergence,こんばーじぇんす
conversion,こんばーじょん
conversion lens,こんばーじょんれんず
converse,こんばーす
converter,こんばーた
converter,こんばーたー
converter lens,こんばーたーれんず
convertible,こんばーちぶる
convertible,こんばーてぃぶる
convert,こんばーと
compartment,こんぱーとめんと
compiler,こんぱいら
compiler,こんぱいらー
compiler language,こんぱいらーげんご
compiler language,こんぱいらーことば
compiler language,こんぱいらかたげんご
compiler languages,こんぱいらげんご
compiler-compiler,こんぱいらこんぱいら
compiler-directing statement,こんぱいらしじめいれい
compiler optimization,こんぱいらによるさいてきか
compiler efficiency,こんぱいらのさいてきかのうりょく
compile,こんぱいる
compiler error,こんぱいるえらー
compilation time,こんぱいるじ
compilation time,こんぱいるじかん
precompiled module,こんぱいるすみもじゅーる
source module,こんぱいるたんい
compilation unit,こんぱいるたんい
combine,こんばいん
combine harvester,こんばいん
combined link set,こんばいんどりんくせっと
combined race (skiing event with cross country and ski jumping),こんばいんどれーす
combine harvester,こんばいんはーべすたー
compound,こんぱうんど
compaction,こんぱくしょん
compact,こんぱくと
compact (portable makeup & mirror case),こんぱくと
Compact HTML,こんぱくとえっちてぃーえむえる
compacting,こんぱくとか
compact car,こんぱくとかー
compact camera,こんぱくとかめら
compact galaxy,こんぱくとぎんが
compact disc,こんぱくとでぃすく
CD,こんぱくとでぃすく
Compact Flash,こんぱくとふらっしゅ
Compact Pro,こんぱくとぷろ
compass,こんぱす
compatible,こんぱち
compatibility,こんぱち
compatibility,こんぱちびりてぃ
compatibility,こんぱちびりてぃー
compatible,こんぱちぶる
compatible machine,こんばちぶるましん
Compaq (computer manufacturer),こんぱっく
combat,こんばっと
combat team,こんばっとちーむ
company,こんぱにー
companion,こんぱにおん
paid companion of a wealthy woman,こんぱにおん
women presenting products at consumer electronic or car shows,こんぱにおん
companion plant,こんぱにおんぷらんと
plywood panel,こんぱね
control panel,こんぱね
comparable worth,こんぱらぶるわーす
compulsory,こんぱるそりー
compulsory figure,こんぱるそりーふぃぎゅあ
comparator,こんぱれーた
comparator,こんぱれーたー
comparison,こんぱれーと
combination,こんび
corned beef,こんびーふ
industrial complex (rus: kombinat),こんびなーと
industrial campaign (rus: kombinat),こんびなーときゃんぺーん
industrial system (rus: kombinat),こんびなーとしすてむ
convenience store,こんびに
convenience,こんびにえんす
convenience store,こんびにえんすすとあ
convenience foods,こんびにえんすふーず
convenience food,こんびにえんすふーど
someone who frequents convenience stores (和製: convenienist),こんびにすと
combination,こんびねいしょん
combination,こんびねーしょん
combination salad,こんびねーしょんさらだ
combination jump,こんびねーしょんじゃんぷ
combination play,こんびねーしょんぷれー
combination blow,こんびねーしょんぶろー
combinator,こんびねーた
computer,こんぴゅーた
computer,こんぴゅーたー
computer system,こんぴゅーたー・しすてむ
computer art,こんぴゅーたーあーと
computer art,こんぴゅーたあーと
computer animation,こんぴゅーたーあにめ
computer animation,こんぴゅーたーあにめーしょん
computer allergy,こんぴゅーたーあれるぎー
computer virus,こんぴゅーたーういるす
computer-aided manufacture,こんぴゅーたーえんようせいさん
CAM,こんぴゅーたーえんようせいさん
computer-aided design,こんぴゅーたーえんようせっけい
CAD,こんぴゅーたーえんようせっけい
computerization,こんぴゅーたーか
computer graphics,こんぴゅーたーぐらふぃっくす
computer game,こんぴゅーたーげーむ
computer science,こんぴゅーたーさいえんす
computer geographics,こんぴゅーたーじおぐらふぃっくす
computer system,こんぴゅーたーしすてむ
computer security,こんぴゅーたーせきゅりてぃ
computer security,こんぴゅーたーせきゅりてぃー
computerized tomography,こんぴゅーたーだんそうさつえいほう
CT,こんぴゅーたーだんそうさつえいほう
computed tomography,こんぴゅーたーだんそうさつえいほう
computer tomography,こんぴゅーたーともぐらふぃー
computer network,こんぴゅーたーねっとわーく
computer crime,こんぴゅーたーはんざい
computer-vision,こんぴゅーたーびじょん
computer mind,こんぴゅーたーまいんど
computer utility,こんぴゅーたーゆーてぃりてぃー
computer literacy,こんぴゅーたーりてらしー
computer vaccine,こんぴゅーたーわくちん
computer-dependent language,こんぴゅーたいぞんげんご
computer virus,こんぴゅーたうぃるす
computer virus,こんぴゅーたういるす
computerization,こんぴゅーたか
computerisation,こんぴゅーたか
computer switch,こんぴゅーたきりかえき
JP Computer Emergency Response Term,こんぴゅーたきんきゅうたいおうせんたー
JPCERT-CC,こんぴゅーたきんきゅうたいおうせんたー
Computer Graphics Interface,こんぴゅーたぐらふぃくすいんたふぇーす
CGI,こんぴゅーたぐらふぃくすいんたふぇーす
Computer Graphics Metafile,こんぴゅーたぐらふぃくすのめたふぁいる
CGM,こんぴゅーたぐらふぃくすのめたふぁいる
computer graphics,こんぴゅーたぐらふぃっくす
CG,こんぴゅーたぐらふぃっくす
computer game,こんぴゅーたげーむ
computer science,こんぴゅーたさいえんす
computer supported cooperative work,こんぴゅーたしえんきょうちょうさぎょう
CSCW,こんぴゅーたしえんきょうちょうさぎょう
computer resource,こんぴゅーたしげん
computer system,こんぴゅーたしすてむ
computer security,こんぴゅーたせきゅりてぃ
computer-software,こんぴゅーたそふとうぇあ
Association of Copyright for Computer Software,こんぴゅーたそふとうぇあちょさくけんきょうかい
ACCS,こんぴゅーたそふとうぇあちょさくけんきょうかい
computer tomography,こんぴゅーただんそうさつえい
CT,こんぴゅーただんそうさつえい
computer terminal,こんぴゅーたたんまつ
CIM,こんぴゅーたとうごうせいさん
Computer Integrated Manufacturing,こんぴゅーたとうごうせいさん
computer network,こんぴゅーたねっとわーく
Computer Mediated Communication,こんぴゅーたばいかいげんご
CMC,こんぴゅーたばいかいげんご
computer crime,こんぴゅーたはんざい
computer-vision,こんぴゅーたびじょん
computer programmer,こんぴゅーたぷろぐらまー
computer micrographics,こんぴゅーたまいくろぐらふぃっくす
hacker (和製: computer mania),こんぴゅーたまにあ
computer-music,こんぴゅーたみゅーじっく
computerese,こんぴゅーたようご
computerization,こんぴゅーたりぜーしょん
computerisation,こんぴゅーたりぜーしょん
computer literacy,こんぴゅーたりてらし
computer literacy,こんぴゅーたりてらしー
computer worm,こんぴゅーたわーむ
computing,こんぴゅーてぃんぐ
computing environment,こんぴゅーてぃんぐかんきょう
Computex,こんぴゅーてっくす
computopia (computer utopia),こんぴゅーとぴあ
computopolis,こんぴゅーとぽるす
CompuServe,こんぴゅさーぶ
computation,こんぴゅてーしょん
computer communication,こんぴゅにけーしょん
compilation,こんぴれーしょん
Add P,こんぴれーしょん
kombu (any kelp of genus Laminaria) (konbu),こんぶ
devil's apron,こんぶ
complete (e.g. a game),こんぷ
conference,こんふぁれんす
confit,こんふぃ
configuration,こんふぃぎゅれーしょん
configuration commands,こんふぃぎゅれーしょんこまんど
configuration memory,こんふぃぎゅれーしょんめもり
configuration,こんふぃぎゅれしょん
CONFIG.SYS,こんふぃぐしす
configuration,こんふぃぐれーしょん
confidential,こんふぃでんしゃる
confidence,こんふぃでんす
confectionery,こんふぇくしょなりー
confection,こんふぇくしょん
confession,こんふぇっしょん
confederation,こんふぇでれーしょん
Confederations Cup,こんふぇでれーしょんずかっぷ
conformism,こんふぉーみずむ
conform,こんふぉーむ
Compton effect,こんぷとんこうか
confusion,こんふゅーじょん
compliance,こんぷらいあんす
comfrey,こんふりー
completion,こんぷりーしょん
complete,こんぷりーと
con brio,こんぶりお
conflict,こんふりくと
completion,こんぷりしょん
comprehensive layout,こんぷりへんしぶれいあうと
compliment,こんぷりめんと
complement,こんぷりめんと
compress,こんぷれす
complex,こんぷれっくす
complex script,こんぷれっくすすくりぷと
compressor,こんぷれっさ
compressor,こんぷれっさー
compression,こんぷれっしょん
compromis,こんぷろみー
competition,こんぺ
conveyor,こんべあ
conveyor,こんべあー
confetti (por: confeito),こんぺーとー
candy,こんぺーとー
convex,こんべっくす
competition,こんぺてぃしょん
competitive upgrade,こんぺてぃてぃぶあっぷぐれーど
convenience store,こんべに
conveyor,こんべや
conveyor,こんべやー
conveyor system,こんべやーしすてむ
conventionalism,こんべんしょなりずむ
conventional,こんべんしょなる
conventional memory,こんべんしょなるめもり
conventional memory,こんべんしょなるめもりー
convention,こんべんしょん
convention center,こんべんしょんせんたー
convention centre,こんべんしょんせんたー
